code,region_l2,division,River flood,Urban flood,Coastal flood,Earthquake,Landslide,Tsunami,Volcano,Cyclone,Water scarcity,Extreme heat,Wildfire,Data_Type,Synthetic_Seed_Code
70166,Karnataka,Udupi,Very low,High,Medium,Medium,High,Medium,,High,Medium,High,High,Original,
17696,Karnataka,Uttar Kannand,Low,Medium,Medium,Medium,Medium,Medium,,High,Medium,High,High,Original,
70298,Kerala,Alappuzha,Medium,Medium,Medium,Medium,Very low,Medium,,High,Low,Medium,High,Original,
17699,Kerala,Ernakulam,High,High,Medium,Medium,,Medium,,High,Low,High,High,Original,
17700,Kerala,Idukki,Very low,Medium,,Medium,High,,,High,Medium,Medium,High,Original,
17698,Kerala,Kannur,High,High,Medium,Medium,High,Medium,,High,Medium,High,High,Original,
17701,Kerala,Kasaragod,Very low,Medium,Medium,Medium,High,Medium,,High,Low,High,High,Original,
17707,Kerala,Kollam,Medium,Medium,Very low,Medium,Medium,Medium,,High,Low,Medium,High,Original,
17702,Kerala,Kottayam,High,High,,Medium,High,,,High,Low,Medium,High,Original,
17703,Kerala,Kozhikode,High,High,Medium,Medium,High,Medium,,High,Medium,Medium,High,Original,
17704,Kerala,Malappuram,High,High,High,Medium,Medium,Medium,,High,Medium,High,High,Original,
17705,Kerala,Palakkad,Medium,Medium,,Medium,Medium,,,High,Medium,High,High,Original,
17706,Kerala,Pattanamtitta,Medium,High,Very low,Medium,Medium,,,High,Low,Medium,High,Original,
17709,Kerala,Thiruvananthapuram,Low,Medium,Very low,Medium,Medium,Medium,,High,Low,Medium,High,Original,
17708,Kerala,Thrissur,High,High,High,Medium,Low,Medium,,High,Low,High,High,Original,
17710,Kerala,Wayanad,Very low,Medium,,Medium,High,,,High,Medium,Medium,High,Original,
70167,Lakshadweep,Kavaratti,Very low,Very low,Medium,Low,Low,Medium,,,,,Very low,Original,
70168,Madhya Pradesh,Anuppur,Very low,Low,,Medium,Very low,,,Very low,Medium,High,High,Original,
70169,Madhya Pradesh,Ashoknagar,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17712,Madhya Pradesh,Balaghat,Low,Low,,Medium,Low,,,Very low,Medium,High,High,Original,
70170,Madhya Pradesh,Barwani,Low,Low,,Medium,Medium,,,Low,Medium,High,High,Original,
17714,Madhya Pradesh,Betul,Low,Low,,Medium,Low,,,Low,Medium,High,High,Original,
17715,Madhya Pradesh,Bhind,High,Low,,Medium,Very low,,,Low,High,High,High,Original,
17716,Madhya Pradesh,Bhopal,Low,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
70171,Madhya Pradesh,Burhanpur,Low,Low,,Medium,Low,,,Very low,Medium,High,High,Original,
17718,Madhya Pradesh,Chhatarpur,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17719,Madhya Pradesh,Chhindwara,Low,Low,,Medium,Low,,,Very low,Medium,High,High,Original,
17720,Madhya Pradesh,Damoh,Medium,Low,,Medium,Low,,,Low,Medium,High,High,Original,
17721,Madhya Pradesh,Datia,Medium,Low,,Medium,Very low,,,Low,High,High,High,Original,
17722,Madhya Pradesh,Dewas,Low,Low,,Medium,Low,,,Very low,Medium,High,High,Original,
17723,Madhya Pradesh,Dhar,Low,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
70172,Madhya Pradesh,Dindori,Very low,Low,,Medium,Low,,,Very low,Medium,High,High,Original,
17725,Madhya Pradesh,East Nimar,Low,Low,,Medium,Very low,,,Very low,Medium,High,High,Original,
17726,Madhya Pradesh,Guna,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17727,Madhya Pradesh,Gwalior,Low,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
70173,Madhya Pradesh,Harda,,Low,,Medium,Low,,,Low,Medium,High,High,Original,
17728,Madhya Pradesh,Hoshangabad,Medium,Low,,Medium,Low,,,Low,Low,High,High,Original,
17729,Madhya Pradesh,Indore,Low,Low,,Medium,Low,,,Low,Medium,High,High,Original,
17730,Madhya Pradesh,Jabalpur,Medium,Low,,Medium,Low,,,Low,Medium,High,High,Original,
17731,Madhya Pradesh,Jhabua,Very low,Low,,Medium,Very low,,,Low,High,High,High,Original,
70174,Madhya Pradesh,Katni,Low,Low,,Medium,Low,,,Low,Medium,High,High,Original,
17732,Madhya Pradesh,Mandla,Low,Medium,,Medium,Low,,,Very low,Medium,High,High,Original,
17733,Madhya Pradesh,Mandsaur,Low,Low,,Medium,Very low,,,Very low,High,High,High,Original,
17734,Madhya Pradesh,Morena,High,Low,,Medium,Very low,,,Low,High,High,High,Original,
17735,Madhya Pradesh,Narsinghpur,Medium,Low,,Medium,Low,,,Low,Medium,High,High,Original,
70175,Madhya Pradesh,Neemuch,Very low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17736,Madhya Pradesh,Panna,Medium,Low,,Medium,Very low,,,Low,High,High,High,Original,
17739,Madhya Pradesh,Raisen,Low,Low,,Medium,Low,,,Low,Medium,High,High,Original,
17741,Madhya Pradesh,Rajgarh,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17742,Madhya Pradesh,Ratlam,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17743,Madhya Pradesh,Rewa,Medium,Low,,Medium,Very low,,,Low,High,High,High,Original,
17744,Madhya Pradesh,Sagar,Medium,Low,,Medium,Very low,,,Low,High,High,High,Original,
17745,Madhya Pradesh,Satna,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17746,Madhya Pradesh,Sehore,Low,Low,,Medium,Low,,,Low,Medium,High,High,Original,
17747,Madhya Pradesh,Seoni,Low,Low,,Medium,Low,,,Very low,Medium,High,High,Original,
17748,Madhya Pradesh,Shahdol,Very low,Low,,Medium,Low,,,Very low,Medium,High,High,Original,
17749,Madhya Pradesh,Shajapur,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
70176,Madhya Pradesh,Sheopur,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17750,Madhya Pradesh,Shivpuri,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17751,Madhya Pradesh,Sidhi,Low,Low,,Medium,Low,,,Very low,High,High,High,Original,
17753,Madhya Pradesh,Tikamgarh,Medium,Low,,Medium,Very low,,,Low,High,High,High,Original,
17754,Madhya Pradesh,Ujjain,Medium,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
70177,Madhya Pradesh,Umaria,Very low,Low,,Medium,Low,,,Low,Medium,High,High,Original,
17755,Madhya Pradesh,Vidisha,Low,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
17756,Madhya Pradesh,West Nimar,Low,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
70178,Maharashtra,Ahmednagar,Low,Low,,Medium,Very low,,,High,Medium,High,High,Original,
17758,Maharashtra,Akola,Medium,Medium,,Medium,Very low,,,Very low,Medium,High,High,Original,
17759,Maharashtra,Amravati,Low,Low,,Medium,Low,,,Very low,Medium,High,High,Original,
17786,Maharashtra,Aurangabad,Low,Low,,Medium,Very low,,,Medium,Medium,High,High,Original,
17761,Maharashtra,Bhandara,Medium,Low,,Medium,Very low,,,Very low,Medium,High,High,Original,
70179,Maharashtra,Bid,Low,Low,,Medium,Very low,,,High,Medium,High,High,Original,
17762,Maharashtra,Buldana,Low,Low,,Medium,Very low,,,Very low,Medium,High,High,Original,
17763,Maharashtra,Chandrapur,Medium,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
17764,Maharashtra,Dhule,Very low,Low,,Medium,Very low,,,Medium,Medium,High,High,Original,
17765,Maharashtra,Garhchiroli,Medium,Low,,Medium,Low,,,High,Medium,High,High,Original,
70180,Maharashtra,Gondiya,Low,Low,,Medium,Low,,,Very low,Medium,High,High,Original,
70181,Maharashtra,Hingoli,Low,Low,,Medium,Very low,,,Very low,Medium,High,High,Original,
17767,Maharashtra,Jalgaon,Low,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
70182,Maharashtra,Jalna,Low,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
17769,Maharashtra,Kolhapur,Medium,Medium,,Medium,Medium,,,High,Medium,Medium,High,Original,
17770,Maharashtra,Latur,Medium,Low,,Medium,Very low,,,Low,Medium,Medium,High,Original,
70183,Maharashtra,Mumbai Suburban,Very low,Medium,High,Medium,High,Medium,,High,Low,High,High,Original,
70184,Maharashtra,Mumbai city,Very low,Low,High,Medium,Medium,Medium,,High,Low,High,High,Original,
17771,Maharashtra,Nagpur,Low,Low,,Medium,Very low,,,Very low,Medium,High,High,Original,
17772,Maharashtra,Nanded,Medium,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
70185,Maharashtra,Nandurbar,Low,Low,,Medium,Medium,,,Medium,Medium,High,High,Original,
17773,Maharashtra,Nashik,Low,Low,,Medium,Medium,,,High,Medium,High,High,Original,
17774,Maharashtra,Osmanabad,Low,Low,,Medium,Very low,,,High,Medium,High,High,Original,
70186,Maharashtra,Parbhani,Medium,Low,,Medium,Very low,,,Low,Medium,High,High,Original,
17776,Maharashtra,Pune,Low,Low,,Medium,Medium,,,High,Medium,High,High,Original,
17777,Maharashtra,Raigarh,Low,High,High,Medium,High,Medium,,High,Medium,High,High,Original,
17778,Maharashtra,Ratnagiri,Very low,High,High,Medium,High,Medium,,High,Medium,High,High,Original,
17780,Maharashtra,Sangli,Low,Low,,Medium,Very low,,,High,Medium,High,High,Original,
17781,Maharashtra,Satara,Low,Low,,Medium,Medium,,,High,Medium,High,High,Original,
17779,Maharashtra,Sindhudurg,Very low,High,Medium,Medium,High,Medium,,High,Medium,High,High,Original,
17782,Maharashtra,Solapur,Low,Low,,Medium,Very low,,,High,Medium,High,High,Original,
17783,Maharashtra,Thane,Low,High,High,Medium,High,Medium,,High,Medium,High,High,Original,
17784,Maharashtra,Wardha,Medium,Low,,Medium,Very low,,,Very low,Medium,High,High,Original,
70187,Maharashtra,Washim,Low,Low,,Medium,Very low,,,Very low,Medium,High,High,Original,
17785,Maharashtra,Yavatmal,Medium,Low,,Medium,Very low,,,Very low,Medium,High,High,Original,
70188,Manipur,Bishnupur,High,High,,Medium,Medium,,,Medium,Very low,Low,High,Original,
70189,Manipur,Chandel,Very low,High,,Medium,High,,,High,Very low,High,High,Original,
70190,Manipur,Churachandpur,Very low,Medium,,Medium,High,,,High,Very low,High,High,Original,
70191,Manipur,East Imphal,High,High,,Medium,High,,,High,Very low,High,High,Original,
70192,Manipur,Senapati,Very low,Low,,Medium,High,,,Medium,Very low,Low,High,Original,
70193,Manipur,Tamenglong,Very low,Low,,Medium,High,,,High,Very low,High,High,Original,
70194,Manipur,Thoubal,High,High,,Medium,High,,,Medium,Very low,Low,High,Original,
70195,Manipur,Ukhrul,Very low,Very low,,Medium,High,,,Low,Very low,Medium,High,Original,
70196,Manipur,West Imphal,High,High,,Medium,High,,,Low,Very low,Low,High,Original,
17793,Meghalaya,East Garo Hills,Low,High,,Medium,Medium,,,Low,Very low,High,High,Original,
17794,Meghalaya,East Khasi Hills,Very low,Medium,,Medium,High,,,Low,Medium,Medium,High,Original,
17795,Meghalaya,Jaintia Hills,Very low,Medium,,Medium,High,,,Low,Medium,High,High,Original,
70197,Meghalaya,Ri-Bhoi,Low,High,,Medium,Medium,,,Low,Very low,Medium,High,Original,
70198,Meghalaya,South Garo Hills,Very low,High,,Medium,High,,,Low,Medium,High,High,Original,
17796,Meghalaya,West Garo Hills,High,High,,Medium,Medium,,,Low,Medium,High,High,Original,
17797,Meghalaya,West Khasi Hills,Very low,High,,Medium,High,,,Low,Medium,Medium,High,Original,
17798,Mizoram,Aizawl,Very low,Very low,,Medium,High,,,High,Very low,Medium,High,Original,
70199,Mizoram,Champhai,Very low,Low,,Medium,High,,,High,Very low,Low,High,Original,
70200,Mizoram,Kolasib,Medium,Very low,,Medium,High,,,High,Very low,High,High,Original,
70201,Mizoram,Lawngtlai,Low,High,,Medium,High,,,High,Low,High,High,Original,
17800,Mizoram,Lunglei,Medium,Very low,,Medium,High,,,High,Low,High,High,Original,
70202,Mizoram,Mamit,Low,Very low,,Medium,High,,,High,Low,High,High,Original,
70203,Mizoram,Saiha,Very low,Very low,,Medium,High,,,High,Very low,Medium,High,Original,
70204,Mizoram,Serchhip,Very low,Very low,,Medium,High,,,High,Very low,Medium,High,Original,
70205,Nagaland,Dimapur,Medium,High,,Medium,High,,,Very low,Very low,High,High,Original,
17801,Nagaland,Kohima,Very low,Very low,,Medium,High,,,Low,Very low,High,High,Original,
17802,Nagaland,Mokokchung,Very low,High,,Medium,High,,,Low,Very low,High,High,Original,
17803,Nagaland,Mon,Very low,High,,Medium,High,,,Low,Very low,High,High,Original,
17804,Nagaland,Phek,Very low,Very low,,Medium,High,,,Very low,Very low,Low,High,Original,
17805,Nagaland,Tuensang,Very low,Very low,,Medium,High,,,Low,Very low,High,High,Original,
17806,Nagaland,Wokha,Low,Very low,,Medium,High,,,Low,Very low,High,High,Original,
17807,Nagaland,Zunheboto,Very low,Very low,,Medium,High,,,Very low,Very low,Medium,High,Original,
70206,Orissa,Angul,Low,Low,,Medium,Medium,,,High,Low,High,High,Original,
70207,Orissa,Baleshwar,High,Medium,High,Medium,Very low,Medium,,High,Medium,High,High,Original,
70208,Orissa,Baragarh,Low,Low,,Medium,Very low,,,High,Low,High,High,Original,
70209,Orissa,Bhadrak,High,Medium,High,Medium,Very low,Medium,,High,Low,High,High,Original,
70210,Orissa,Bolangir,Low,Medium,,Medium,Very low,,,High,Low,High,High,Original,
70211,Orissa,Boudh,Medium,Low,,Medium,Low,,,High,Low,High,High,Original,
17809,Orissa,Cuttack,,Low,,Medium,Low,,,High,Low,High,High,Original,
70212,Orissa,Deogarh,Low,Low,,Medium,Medium,,,High,Low,High,High,Original,
17810,Orissa,Dhenkanal,Medium,Medium,,Medium,Low,,,High,Low,High,High,Original,
70213,Orissa,Gajapati,Low,Medium,,Medium,Low,,,High,Medium,High,High,Original,
17811,Orissa,Ganjam,Medium,Medium,High,Medium,Low,Medium,,High,Medium,High,High,Original,
70214,Orissa,Jagatsinghpur,Medium,Low,High,Medium,Very low,Medium,,High,Low,High,High,Original,
70215,Orissa,Jajpur,High,High,,Medium,Very low,,,High,Low,High,High,Original,
70216,Orissa,Jharsuguda,Medium,Low,,Medium,Very low,,,High,Low,High,High,Original,
17812,Orissa,Kalahandi,Low,Low,,Medium,Low,,,High,Low,High,High,Original,
70217,Orissa,Kandhamal,Very low,Medium,,Medium,Low,,,High,Low,High,High,Original,
70218,Orissa,Kendrapara,High,High,High,Medium,Very low,Medium,,High,Low,High,High,Original,
17813,Orissa,Keonjhar,Low,Low,,Medium,Low,,,High,Low,High,High,Original,
70219,Orissa,Khordha,Medium,Medium,,Medium,Low,,,High,Low,High,High,Original,
17814,Orissa,Koraput,Low,Medium,,Medium,Medium,,,High,Medium,High,High,Original,
70220,Orissa,Malkangiri,Medium,High,,Medium,Medium,,,High,Medium,High,High,Original,
17816,Orissa,Mayurbhanj,Medium,Low,Medium,Medium,Low,,,High,Medium,High,High,Original,
70221,Orissa,Nabarangpur,Low,Medium,,Medium,Low,,,High,Low,High,High,Original,
70222,Orissa,Nayagarh,Low,Medium,,Medium,Low,,,High,Low,High,High,Original,
70223,Orissa,Nuapada,Low,Medium,,Medium,Medium,,,High,Low,High,High,Original,
17818,Orissa,Puri,High,Medium,High,Medium,Very low,Medium,,High,Low,High,High,Original,
70224,Orissa,Rayagada,Low,High,,Medium,Low,,,High,Medium,High,High,Original,
17819,Orissa,Sambalpur,Medium,Medium,,Medium,Low,,,High,Low,High,High,Original,
70225,Orissa,Sonepur,High,Medium,,Medium,Very low,,,High,Low,High,High,Original,
17820,Orissa,Sundargarh,Low,Low,,Medium,Low,,,High,Low,High,High,Original,
70226,Puducherry,Karaikal,High,Medium,Very low,Medium,Very low,Medium,,High,Medium,High,High,Original,
70227,Puducherry,Mahe,High,High,,Medium,Medium,Medium,,High,Low,Medium,High,Original,
70228,Puducherry,Puducherry,Medium,Low,,Medium,Very low,Medium,,High,High,High,High,Original,
70229,Puducherry,Yanam,Very low,Very low,,Medium,Very low,,,High,Medium,,High,Original,
17821,Punjab,Amritsar,High,Medium,,Medium,Very low,,,Very low,High,High,High,Original,
17822,Punjab,Bathinda,High,Low,,Medium,Very low,,,Very low,High,High,High,Original,
70230,Punjab,Faridkot,High,Low,,Medium,Very low,,,Very low,High,High,High,Original,
70231,Punjab,Fatehgarh Sahib,Low,Very low,,Medium,Very low,,,Very low,High,High,High,Original,
17825,Punjab,Firozpur,High,High,,Medium,Very low,,,Very low,High,High,High,Original,
17826,Punjab,Gurdaspur,Medium,Low,,Medium,Very low,,,Very low,High,High,High,Original,
17827,Punjab,Hoshiarpur,Medium,Low,,Medium,Low,,,Very low,Medium,High,High,Original,
17828,Punjab,Jalandhar,High,Medium,,Medium,Very low,,,Very low,Medium,High,High,Original,
17829,Punjab,Kapurthala,High,Medium,,Medium,Very low,,,Very low,Medium,High,High,Original,
17830,Punjab,Ludhiana,High,Medium,,Medium,Very low,,,Very low,High,High,High,Original,
70232,Punjab,Mansa,High,Medium,,Medium,Very low,,,Very low,High,High,High,Original,
70233,Punjab,Moga,Medium,Low,,Medium,Very low,,,Very low,High,High,High,Original,
70234,Punjab,Muktsar,Medium,Low,,Medium,Very low,,,Very low,High,High,High,Original,
70235,Punjab,Nawan Shehar,High,Medium,,Medium,Very low,,,Very low,Medium,High,High,Original,
17831,Punjab,Patiala,High,Medium,,Medium,Very low,,,Very low,High,High,High,Original,
17832,Punjab,Rupnagar,High,Medium,,Medium,Low,,,Very low,High,High,High,Original,
17833,Punjab,Sangrur,High,Low,,Medium,Very low,,,Very low,High,High,High,Original,
17834,Rajasthan,Ajmer,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17835,Rajasthan,Alwar,Low,Low,,Medium,Low,,,Low,High,High,High,Original,
17836,Rajasthan,Banswara,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
70236,Rajasthan,Baran,Medium,Low,,Medium,Very low,,,Low,High,High,High,Original,
17837,Rajasthan,Barmer,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17838,Rajasthan,Bharatpur,High,Medium,,Medium,Very low,,,Low,High,High,High,Original,
17839,Rajasthan,Bhilwara,Low,Low,,Medium,Very low,,,Very low,High,High,High,Original,
17840,Rajasthan,Bikaner,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17841,Rajasthan,Bundi,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17842,Rajasthan,Chittaurgarh,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17843,Rajasthan,Churu,Medium,Low,,Medium,Very low,,,Low,High,High,High,Original,
70237,Rajasthan,Dausa,Low,Very low,,Medium,Very low,,,Low,High,High,High,Original,
17844,Rajasthan,Dhaulpur,Medium,Low,,Medium,Very low,,,Low,High,High,High,Original,
17845,Rajasthan,Dungarpur,Low,Low,,Medium,Very low,,,Low,High,High,High,Original,
17846,Rajasthan,Ganganagar,High,Medium,,Medium,Very low,,,Low,High,High,High,Original,
